"filename", "language", "Markdown", "Go Checksum File", "Go", "Protocol Buffers", "Go Module File", "JSON", "comment", "blank", "total"
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_presign_fixtures/non_threshold/ecdsa_presign_data_0.json", "JSON", 0, 0, 0, 0, 0, 10, 0, 1, 11
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_presign_fixtures/non_threshold/ecdsa_presign_data_1.json", "JSON", 0, 0, 0, 0, 0, 10, 0, 1, 11
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_presign_fixtures/non_threshold/ecdsa_presign_data_2.json", "JSON", 0, 0, 0, 0, 0, 10, 0, 1, 11
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_presign_fixtures/non_threshold/eddsa_presign_data_0.json", "JSON", 0, 0, 0, 0, 0, 6, 0, 1, 7
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_presign_fixtures/non_threshold/eddsa_presign_data_1.json", "JSON", 0, 0, 0, 0, 0, 6, 0, 1, 7
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_presign_fixtures/non_threshold/eddsa_presign_data_2.json", "JSON", 0, 0, 0, 0, 0, 6, 0, 1, 7
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_presign_fixtures/threshold/ecdsa_presign_data_0.json", "JSON", 0, 0, 0, 0, 0, 10, 0, 1, 11
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_presign_fixtures/threshold/ecdsa_presign_data_1.json", "JSON", 0, 0, 0, 0, 0, 10, 0, 1, 11
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_presign_fixtures/threshold/ecdsa_presign_data_2.json", "JSON", 0, 0, 0, 0, 0, 10, 0, 1, 11
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_presign_fixtures/threshold/eddsa_presign_data_0.json", "JSON", 0, 0, 0, 0, 0, 6, 0, 1, 7
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_presign_fixtures/threshold/eddsa_presign_data_1.json", "JSON", 0, 0, 0, 0, 0, 6, 0, 1, 7
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_presign_fixtures/threshold/eddsa_presign_data_2.json", "JSON", 0, 0, 0, 0, 0, 6, 0, 1, 7
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/utils.go", "Go", 0, 0, 26, 0, 0, 0, 8, 5, 39
"/home/aping/code/mpc/mpc-tss/protocols/frost/presign/local_party.go", "Go", 0, 0, 91, 0, 0, 0, 7, 21, 119
"/home/aping/code/mpc/mpc-tss/protocols/frost/presign/local_party_test.go", "Go", 0, 0, 164, 0, 0, 0, 11, 36, 211
"/home/aping/code/mpc/mpc-tss/protocols/frost/presign/round_1.go", "Go", 0, 0, 79, 0, 0, 0, 2, 16, 97
"/home/aping/code/mpc/mpc-tss/protocols/frost/presign/round_final.go", "Go", 0, 0, 46, 0, 0, 0, 2, 15, 63
"/home/aping/code/mpc/mpc-tss/protocols/frost/presign/rounds.go", "Go", 0, 0, 74, 0, 0, 0, 6, 15, 95
"/home/aping/code/mpc/mpc-tss/protocols/frost/presign/save_data.go", "Go", 0, 0, 65, 0, 0, 0, 4, 11, 80
"/home/aping/code/mpc/mpc-tss/protocols/frost/presign/test_utils.go", "Go", 0, 0, 58, 0, 0, 0, 0, 9, 67
"/home/aping/code/mpc/mpc-tss/protocols/frost/sign/local_party.go", "Go", 0, 0, 129, 0, 0, 0, 11, 29, 169
"/home/aping/code/mpc/mpc-tss/protocols/frost/sign/local_party_test.go", "Go", 0, 0, 198, 0, 0, 0, 16, 44, 258
"/home/aping/code/mpc/mpc-tss/protocols/frost/sign/messages.go", "Go", 0, 0, 74, 0, 0, 0, 4, 14, 92
"/home/aping/code/mpc/mpc-tss/protocols/frost/sign/round_1.go", "Go", 0, 0, 75, 0, 0, 0, 2, 15, 92
"/home/aping/code/mpc/mpc-tss/protocols/frost/sign/round_2.go", "Go", 0, 0, 127, 0, 0, 0, 4, 33, 164
"/home/aping/code/mpc/mpc-tss/protocols/frost/sign/round_final.go", "Go", 0, 0, 79, 0, 0, 0, 3, 21, 103
"/home/aping/code/mpc/mpc-tss/protocols/frost/sign/rounds.go", "Go", 0, 0, 89, 0, 0, 0, 6, 15, 110
"/home/aping/code/mpc/mpc-tss/protocols/frost/sign/sign.pb.go", "Go", 0, 0, 179, 0, 0, 0, 11, 27, 217
"/home/aping/code/mpc/mpc-tss/protocols/frost/sign/sign.proto", "Protocol Buffers", 0, 0, 0, 16, 0, 0, 0, 3, 19
"/home/aping/code/mpc/mpc-tss/protocols/frost/sign/utils.go", "Go", 0, 0, 91, 0, 0, 0, 7, 26, 124
"/home/aping/code/mpc/mpc-tss/protocols/frost/signing/local_party.go", "Go", 0, 0, 132, 0, 0, 0, 10, 25, 167
"/home/aping/code/mpc/mpc-tss/protocols/frost/signing/local_party_test.go", "Go", 0, 0, 204, 0, 0, 0, 16, 46, 266
"/home/aping/code/mpc/mpc-tss/protocols/frost/signing/round_1.go", "Go", 0, 0, 139, 0, 0, 0, 5, 32, 176
"/home/aping/code/mpc/mpc-tss/protocols/frost/signing/round_final.go", "Go", 0, 0, 80, 0, 0, 0, 3, 21, 104
"/home/aping/code/mpc/mpc-tss/protocols/frost/signing/rounds.go", "Go", 0, 0, 87, 0, 0, 0, 6, 15, 108
"/home/aping/code/mpc/mpc-tss/protocols/frost/signing/utils.go", "Go", 0, 0, 91, 0, 0, 0, 7, 26, 124
"/home/aping/code/mpc/mpc-tss/protocols/frost/test/_presign_fixtures/non_threshold/eddsa_presign_data_0.json", "JSON", 0, 0, 0, 0, 0, 34, 0, 1, 35
"/home/aping/code/mpc/mpc-tss/protocols/frost/test/_presign_fixtures/non_threshold/eddsa_presign_data_1.json", "JSON", 0, 0, 0, 0, 0, 34, 0, 1, 35
"/home/aping/code/mpc/mpc-tss/protocols/frost/test/_presign_fixtures/non_threshold/eddsa_presign_data_2.json", "JSON", 0, 0, 0, 0, 0, 34, 0, 1, 35
"/home/aping/code/mpc/mpc-tss/protocols/frost/test/_presign_fixtures/threshold/eddsa_presign_data_0.json", "JSON", 0, 0, 0, 0, 0, 34, 0, 1, 35
"/home/aping/code/mpc/mpc-tss/protocols/frost/test/_presign_fixtures/threshold/eddsa_presign_data_1.json", "JSON", 0, 0, 0, 0, 0, 34, 0, 1, 35
"/home/aping/code/mpc/mpc-tss/protocols/frost/test/_presign_fixtures/threshold/eddsa_presign_data_2.json", "JSON", 0, 0, 0, 0, 0, 34, 0, 1, 35
"/home/aping/code/mpc/mpc-tss/protocols/utils/key_derivation.go", "Go", 0, 0, 42, 0, 0, 0, 1, 8, 51
"/home/aping/code/mpc/mpc-tss/protocols/utils/key_updater.go", "Go", 0, 0, 36, 0, 0, 0, 0, 11, 47
"/home/aping/code/mpc/mpc-tss/protocols/utils/prepare_sign.go", "Go", 0, 0, 74, 0, 0, 0, 9, 8, 91
"/home/aping/code/mpc/mpc-tss/tss/curve.go", "Go", 0, 0, 55, 0, 0, 0, 14, 18, 87
"/home/aping/code/mpc/mpc-tss/tss/error.go", "Go", 0, 0, 31, 0, 0, 0, 6, 12, 49
"/home/aping/code/mpc/mpc-tss/tss/message.go", "Go", 0, 0, 114, 0, 0, 0, 31, 25, 170
"/home/aping/code/mpc/mpc-tss/tss/message.pb.go", "Go", 0, 0, 244, 0, 0, 0, 26, 34, 304
"/home/aping/code/mpc/mpc-tss/tss/params.go", "Go", 0, 0, 129, 0, 0, 0, 10, 31, 170
"/home/aping/code/mpc/mpc-tss/tss/party.go", "Go", 0, 0, 146, 0, 0, 0, 17, 21, 184
"/home/aping/code/mpc/mpc-tss/tss/party_id.go", "Go", 0, 0, 108, 0, 0, 0, 19, 23, 150
"/home/aping/code/mpc/mpc-tss/tss/peers.go", "Go", 0, 0, 15, 0, 0, 0, 5, 6, 26
"/home/aping/code/mpc/mpc-tss/tss/round.go", "Go", 0, 0, 12, 0, 0, 0, 5, 3, 20
"/home/aping/code/mpc/mpc-tss/tss/wire.go", "Go", 0, 0, 35, 0, 0, 0, 6, 6, 47
"Total", "-", 21, 223, 21724, 339, 42, 583, 2019, 3998, 28949
